genres,original_title,overview,release_date,popularity,poster_path,runtime,directors,title_y
Drama,Une autre vie,"The South of France. Internationally famous pianist Aurore collapses one night during a performance, over-exhausted from too many concerts. Tired of music, she believes she no longer has anything to offer her public. Then she meets Jean, an electrician who installs residential security systems. Despite their differences, they immediately fall in love and plan a new life together. Jean intends to leave his long-time partner, Dolorès, but she will stop at nothing to keep him.",2014-01-22,2.416,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/5AG0CKgQZHcrdagALEZDvfb1O0D.jpg,95,Emmanuel Mouret,Une autre vie
Comedy,Le crocodile du Botswanga,"Leslie Konda young talented French footballer spotted in his teens by Didier , a small-scale agent who was able to take under his wing , has signed its first contract striker in a large Spanish club . At the same time, his growing reputation and its origins Botswanga , small, poor state of Central Africa, earned him an invitation by the President of the Republic in person Babimbi Bobo , a football enthusiast, freshly installed in power after a coup military state. Leslie therefore went for the first time in the country of his ancestors accompanied by Didier to be decorated by the President Bobo which quickly turns out, despite his great humanist discourse be a megalomaniac and paranoid dictator under the bad influence of his wife .dropoff window Hardly have they landed Bobo enters into a sordid deal with Didier put pressure on his player so that it plays for the national team : Crocodiles of Botswanga ...",2014-02-19,4.364,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hur2WyJDF37HqbmA6NCxPqd3BTy.jpg,90,"Lionel Steketee, Fabrice Eboué",Le Crocodile du Botswanga
Comedy,Supercondriaque,"Romain Faubert is a 39 year old, single, medical photographer... and a raging hypochondriac. His doctor and only friend Dr. Dimitri Zvenka thinks he knows the cure for Romain: dating! But with the arrival of freedom fighter Anton Miroslav, everyone might get more then they bargained for...",2014-02-26,9.016,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/3J84HvgThJyBSqNaAiX9EuiIGwx.jpg,107,Dany Boon,Supercondriaque
"Action, Thriller",Mea Culpa,"Franck and Simon are both good cops. They work as partners. But their lives take a tailspin when Simon, driving drunk, causes a tragic car wreck. A few years later, out of the police, he is forced to take matters into his own hands when his family is in danger.",2014-02-05,9.285,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/sQMDe2GyxJsY8rePgySmVcawzc9.jpg,90,Fred Cavayé,Mea Culpa
Comedy,Les Visiteurs: La Révolution,"Stuck in the corridors of time, Godefroy de Montmirail and his faithful servant Jacquouille are projected to a time of profound political and social upheavals: the French Revolution... specifically, The Terror, time of great dangers, during which the descendants of Godefroy and Jacquouille had their castle and all their property confiscated by arrogant aristocrats, fleeing and lifes hanging by a thread.",2016-03-23,9.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/z2AV9HgEjTPwY2FMzyqI36Wdqb7.jpg,110,Jean-Marie Poiré,"Les Visiteurs : La Révolution, Les Visiteurs 3: la Terreur"
"Comedy, Drama",Fais-moi des vacances,It is the end of the school year for the children of a dormitory town. Most of them leave the place for a vacation with their parents but not Lucien and Adama whose parents can't afford the expense. While the big brothers of the housing estate are busy breaking the law Lulu and Adama manage to sneak into their neighbors' trailer. The two stowaways are elated until they reach their destination: a nudist camp...!,2002-01-16,1.091,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/klzjpkV13ESlnueZmSHiLgL4c0i.jpg,86,Didier Bivel,Fais-moi des vacances
Drama,L'Absence,"Four nameless people -- the old man, the woman, the soldier, and the gambler -- journey to a desolate wasteland beyond the limits of an unnamed city.",1992-09-06,1.05,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/a3Gw3EBDVfBrA4JYtgCuZa7G2jr.jpg,112,Peter Handke,L'absence
Drama,À jamais,"Laura is living on a lonely coast, in a rambling rented house, where she encounters a strange, ageless man, a man with uncanny knowledge of her own life. Together they begin a journey into the wilderness of time, love and human perception.",2016-12-07,1.918,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/h0NnFOUHynDV5cPqguHmTQjvng3.jpg,86,Benoît Jacquot,À jamais
Drama,Paria,"First part of a ""trilogy of modern times"" (the second one is La Blessure, and third - La question humaine). Paria follows the path of two characters, Momo and Victor. Momo –remarkably played by Gérald Thomassin– lives in the streets, while Victor, on the edge of poverty, loses his apartment when he loses his job. Their destinies will come across during the night of the “millennium” which will be celebrated in a social pick-up bus.",2000-09-01,0.681,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/nA6FFzjmWp8ECLawe8ngm1pfW2e.jpg,125,Nicolas Klotz,"Paria, Un ange en danger"
Comedy,Barbecue,"On his 50th birthday, a man who's been watching his weight, health and temper all his life suffers a heart attack. He's been doing everything he was told he should do and it still didn't help. He decides to turn the page and let loose.",2014-04-30,5.214,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/f6qSHIFvo2NhvlbAi8WBehd4Xne.jpg,98,Eric Lavaine,"Le Barbecue, Barbecue"
"Drama, Romance",Far from the Madding Crowd,"Based on the literary classic by Thomas Hardy. Bathsheba Everdene, attracts three very different suitors: Gabriel Oak, a sheep farmer, captivated by her fetching willfulness; Frank Troy, a handsome and reckless Sergeant; and William Boldwood, a prosperous and mature bachelor. This timeless story of Bathsheba's choices and passions explores the nature of relationships and love – as well as the human ability to overcome hardships through resilience and perseverance.",2015-04-23,9.495,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/cr4cctBPv9qHDtjDps4wi0kqI7h.jpg,119,Thomas Vinterberg,Loin de la foule déchaînée
Documentary,Om våld,"Concerning Violence is based on newly discovered, powerful archival material documenting the most daring moments in the struggle for liberation in the Third World, accompanied by classic text from The Wretched of the Earth by Frantz Fanon.",2014-01-17,1.46,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/2xKanSTH7Kdgq1L8fBnq7Bzfyg3.jpg,85,Göran Hugo Olsson,Concerning Violence
Drama,Adieu Paris,"Bank manager Frank and writer Patrizia meet by coincidence again and again at the airport. They commute between Dusseldorf and Paris, but behind their travels are two fateful stories. Frank wants to complete the business of his life, Patrizia visits her lover, who is in a coma since a car accident. For both life comes out of joint and they each suffer heavy losses. What connects them is the search for hold, a listener, the need to be needed and the hope that there is a beginning in each end.",2013-07-11,1.449,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/dFOKGCRDecCLobF9ZZ1VM2l6jwR.jpg,97,Franziska Buch,Adieu Paris
Drama,Aloft,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",2014-02-12,6.5,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/fxwJywCV6XLAFi0FcqVyduw0Fu.jpg,112,Claudia Llosa,L'Attrape-rêves
Drama,Sélect Hôtel,"The Select Hotel is a dead end place for those who do not have enough cash to go somewhere else. The last shelter for those who hang around at night. These shadows walking silently along the streets, selling their poor body heat for a few crumpled banknotes, swallow and digested by their voracious thirst for a cheap high. Enough to forget for a while the distress of a ruined life and to dream of a more rejoicing elsewhere. Nathalie and her brother Tof struggle against this futureless world. Pierre, a shoe-repairer, troubled by Nathalie's grace will take part for a while to the life of these two children of misery.",1997-02-18,1.082,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/w9CXnXn09rfHVFZ2wh3pxG3fQnG.jpg,85,Laurent Bouhnik,Sélect Hôtel
Documentary,Mr. X,"The image of a mysterious, solitary filmmaker - a cineaste maudit - who flees from both the media and the public, is unrelentingly bound to the figure of Leos Carax, in France. Elsewhere, the real focus is on his films and he is considered to be an icon of world cinema. Mr.X dives into the poetic and visionary world of an artist who was already a cult figure from his very first film. Punctuated by interviews and unseen footage, this documentary is most of all a fine-tuned exploration of the poetic and visionary world of Leos Carax, alias ""Mr.X"".",2014-01-20,3.118,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/tA4h15Nap5dn7l5mM9jbFqEqow7.jpg,72,Tessa Louise-Salomé,Mr. X
Horror,Code Red,"A female doctor struggling to find her daughter after a long lost World War II biological weapon explodes on a U.S. military base in Bulgaria, turning people into mutant zombies.",2013-09-24,4.864,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/7gfPx5Yk8ljzM1kMrxJO2VlEByD.jpg,91,Valeri Milev,Code Red
Comedy,Fiston,"Alex is in love with Sandra since childhood but has never dared approach her.He asks Antoine, a lonely writer to help him seduce her, because in his time he was the only one to conquer the heart of the mother.",2014-03-12,4.622,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/rXyvlWfEgVazefy4aRpgfcgeqx8.jpg,68,Pascal Bourdiaux,Fiston
Comedy,N'importe Qui,"Rémi Gaillard is the real character of the World network, troll, provocateur, one of the biggest-selling comic actor in Europe. One and a half milliards of viewing and millions of fans. A day came, and he decided to steady down: got married, settled down on work on a parking place, promised a pregnant wife, that also «goes away to the decree» and gives up the pranks. But how to deafen talent and disorderly conduct of fantasy?. Fans can not assume his care. Gaillard returns.",2014-03-05,2.106,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/iOPClrCAE8osVOcJ7ySpgvCsHbU.jpg,81,Raphaël Frydman,N'importe qui
Drama,Madame Bovary,"The classic story of Emma Bovary, the beautiful wife of a small-town doctor in 19th century France, who engages in extra marital affairs in an attempt to advance her social status.",2015-06-04,8.788,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/jW0CRLVYOQm0HOh6fZXnW2JKxwF.jpg,118,Sophie Barthes,Madame Bovary
Drama,Diplomatie,"The night of August 24, 1944. The fate of Paris is in the hands of General von Choltitz, governor of Grand Paris, who is preparing, on Hitler’s orders, to blow up the French capital. The descendent of a long line of Prussian military men, the general has never had any hesitation when it came to obeying orders. This is what’s on Swedish consul Raoul Nordling’s mind as he takes the secret staircase that leads to General von Choltitz’s suite at the Hôtel Meurice. The bridges on the Seine and the major monuments of Paris (including the Louvre, Notre Dame, the Eiffel Tower) are mined with explosives, ready to be detonated. Armed with all the weapons of diplomacy, the consul will try to convince the general not to follow Hitler’s order of destruction.",2014-03-05,8.184,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6BqnFBEFKeefzBYr83Fa491HmIT.jpg,84,Volker Schlöndorff,Diplomatie
"Comedy, Drama, Music","10,000 Saints","A sweeping multigenerational story set against the backdrop of the raw, roaring New York City of the late 1980s; adoption, teen pregnancy, drugs, hardcore punk rock, the unbridled optimism and reckless stupidity of the young—and old—are all major elements in this heart-aching tale of the son of diehard hippies and his strange odyssey through the extremes of late 20th century youth culture.",2015-08-14,9.98,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hYIntlx1Dm44aJFAWVqE8ArQcDm.jpg,113,"Shari Springer Berman, Robert Pulcini",10000 Saints
Comedy,Belle comme la femme d'un autre,"Clémence is pathologically jealous. Gabriel has asked her to marry him. To test whether he is faithful, unbeknownst to him she arranges that he crosses paths with beautiful Olivia...",2014-01-22,3.472,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/bHwpyZTQg5Bn9fqQZkLJP4uT5In.jpg,90,Catherine Castel,Belle comme la femme d'un autre
"Comedy, Drama",La Crème de la crème,"Kelly, Dan and Louis are students at a prestigious business school, destined to become tomorrow's elite. The industrious trio are determined to start putting their education into practise from the off in an attempt to make as much money as they can from their fellow students. Working on the theory that relationships between the sexes can be regulated by market principles, they begin to inflate the popularity of certain individuals artificially, by hiring beautiful and sexy off-campus women as their dates for exclusive and riotous college parties. However their perfect business model soon spirals out of control as their moneymaking scheme takes off in a big way across campus.",2014-04-02,5.893,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/b8DvyG3ueUcxEkyIB2i2vnnBiHu.jpg,90,Kim Chapiron,La crème de la crème
